Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Job_Level,Years_At_Company,Years_In_Industry,Monthly_Salary,Job_Satisfaction,Work_Life_Balance,Performance_Score,Training_Hours,Distance_From_Home_KM,Overtime,Attrition,Tenure_Band,Salary_Quartile,Performance_Category,Attrition_Flag
EMP10367,30,Female,Sales,Sales Manager,Bachelor's,Married,2,3.0,3.1,61900.0,1.6,2.5,2.9,1,1.0,No,No,1-3 Years,Q2,Average,0
EMP10368,29,Male,Research & Development,Laboratory Technician,Bachelor's,Married,4,3.8,9.7,93600.0,2.0,1.4,3.8,4,1.6,No,Yes,3-5 Years,Q4,Good,1
EMP10369,38,Male,Research & Development,Research Scientist,PhD,Single,3,3.6,6.6,87300.0,2.5,2.7,2.4,3,8.2,Yes,Yes,3-5 Years,Q3,Average,1
EMP10370,23,Male,Marketing,Marketing Manager,Bachelor's,Married,3,4.2,7.3,94100.0,3.7,1.8,2.9,2,16.8,No,No,3-5 Years,Q4,Average,0
EMP10371,26,Male,Marketing,Marketing Manager,Bachelor's,Single,2,4.6,5.4,51100.0,1.0,3.6,3.1,1,16.5,No,No,3-5 Years,Q1,Good,0
EMP10372,22,Female,IT,IT Manager,Bachelor's,Married,3,3.1,5.6,88200.0,3.3,3.1,2.1,4,3.8,Yes,No,3-5 Years,Q4,Average,0
EMP10373,34,Female,Sales,Sales Executive,Master's,Single,1,0.5,1.8,39100.0,2.5,3.2,2.6,1,18.3,No,No,<1 Year,Q1,Average,0
EMP10374,31,Male,IT,Software Engineer,High School,Married,4,7.7,11.7,92700.0,2.6,3.4,3.2,1,7.6,No,No,5-10 Years,Q4,Good,0
EMP10375,20,Male,Sales,Sales Representative,Master's,Single,4,7.3,9.4,95100.0,3.1,1.0,2.1,1,10.9,Yes,No,5-10 Years,Q4,Average,0
EMP10376,24,Female,Human Resources,HR Manager,Bachelor's,Married,1,1.4,1.4,44000.0,4.2,2.3,3.0,3,4.4,No,Yes,1-3 Years,Q1,Average,1
EMP10377,34,Male,Research & Development,R&D Manager,Bachelor's,Single,1,2.4,5.6,43900.0,1.7,4.1,4.3,3,13.0,No,Yes,1-3 Years,Q1,Excellent,1
EMP10378,41,Male,Marketing,Marketing Manager,Master's,Single,2,5.1,9.2,60300.0,2.0,3.8,3.2,6,7.8,No,No,5-10 Years,Q2,Good,0
EMP10379,39,Female,IT,IT Manager,Master's,Single,5,11.5,17.2,120200.0,3.1,2.9,3.0,6,1.0,No,No,10+ Years,Q4,Average,0
EMP10380,40,Male,Research & Development,Research Scientist,PhD,Married,2,2.4,6.6,65900.0,2.8,2.9,2.6,0,4.0,No,No,1-3 Years,Q2,Average,0
EMP10381,38,Male,Research & Development,Research Scientist,Bachelor's,Divorced,4,4.3,6.1,91800.0,4.0,5.0,3.6,2,20.6,No,No,3-5 Years,Q4,Good,0
EMP10382,29,Male,Human Resources,HR Manager,Bachelor's,Divorced,2,2.8,5.0,62200.0,2.2,2.6,2.6,2,26.1,No,No,1-3 Years,Q2,Average,0
EMP10383,33,Female,Marketing,Marketing Specialist,Master's,Single,2,2.6,6.3,49100.0,1.3,3.0,2.9,2,18.3,Yes,No,1-3 Years,Q1,Average,0
EMP10384,38,Female,Marketing,Marketing Analyst,Bachelor's,Married,3,4.3,9.1,90500.0,3.5,3.7,4.1,7,10.0,Yes,No,3-5 Years,Q4,Excellent,0
EMP10385,28,Female,IT,Systems Analyst,Bachelor's,Married,3,2.3,7.8,64700.0,1.4,4.1,2.5,3,5.3,No,Yes,1-3 Years,Q2,Average,1
EMP10386,36,Male,Research & Development,R&D Manager,Master's,Single,2,4.2,9.0,78500.0,3.1,4.3,3.6,4,5.3,Yes,No,3-5 Years,Q3,Good,0
EMP10387,49,Male,Research & Development,Laboratory Technician,Bachelor's,Married,1,0.6,4.1,36700.0,3.2,2.8,1.9,1,6.2,Yes,No,<1 Year,Q1,Low,0
EMP10388,29,Male,Marketing,Marketing Analyst,Master's,Single,1,3.4,6.1,69100.0,4.8,2.3,4.5,4,1.6,Yes,Yes,3-5 Years,Q1,Excellent,1
EMP10389,44,Female,Human Resources,HR Manager,High School,Single,3,4.8,6.2,76900.0,2.9,4.3,2.2,1,18.8,No,No,3-5 Years,Q3,Average,0
EMP10390,26,Male,Finance,Accountant,Bachelor's,Married,4,5.3,7.6,88500.0,4.1,3.0,3.5,2,9.1,Yes,No,5-10 Years,Q4,Good,0
EMP10391,40,Male,Marketing,Marketing Analyst,Bachelor's,Married,5,10.9,16.5,129300.0,2.4,4.0,2.9,1,10.8,Yes,No,10+ Years,Q4,Average,0
EMP10392,22,Male,IT,Systems Analyst,High School,Single,1,1.3,1.2,41800.0,4.4,2.3,4.3,0,18.6,No,Yes,1-3 Years,Q1,Excellent,1
EMP10393,23,Male,Sales,Sales Manager,Master's,Married,3,3.2,7.7,77100.0,3.7,2.0,4.3,3,3.9,Yes,No,3-5 Years,Q3,Excellent,0
EMP10394,40,Male,IT,IT Manager,Bachelor's,Married,4,7.8,10.4,97300.0,3.1,3.1,3.0,4,7.0,No,No,5-10 Years,Q4,Average,0
EMP10395,48,Female,IT,Systems Analyst,Bachelor's,Single,3,3.9,4.4,88700.0,2.9,2.6,2.4,0,12.9,No,No,3-5 Years,Q4,Average,0
EMP10396,40,Male,Sales,Sales Representative,Bachelor's,Married,5,10.6,12.2,121300.0,1.3,2.1,3.9,3,2.9,No,No,10+ Years,Q4,Good,0
EMP10397,39,Male,IT,IT Manager,High School,Married,1,3.1,6.7,58900.0,3.2,4.2,3.1,2,18.4,No,No,3-5 Years,Q2,Good,0
EMP10398,44,Male,Research & Development,Laboratory Technician,Bachelor's,Married,3,4.8,8.6,79700.0,3.5,3.6,3.0,4,2.8,Yes,No,3-5 Years,Q3,Average,0
EMP10399,43,Female,Marketing,Marketing Manager,Bachelor's,Married,4,8.3,9.2,104700.0,2.1,3.6,4.0,2,13.3,No,No,5-10 Years,Q4,Good,0
EMP10400,36,Male,Human Resources,Recruiter,Master's,Married,4,5.5,10.1,100500.0,3.2,4.4,3.8,2,14.4,No,No,5-10 Years,Q4,Good,0
EMP10401,38,Male,Human Resources,HR Manager,High School,Single,1,2.1,3.7,52800.0,3.0,3.4,2.5,2,8.0,No,Yes,1-3 Years,Q1,Average,1
EMP10402,37,Male,IT,IT Support,Master's,Married,3,3.8,4.7,75900.0,3.4,2.0,2.9,1,5.0,No,No,3-5 Years,Q3,Average,0
EMP10403,39,Male,Marketing,Marketing Manager,High School,Married,3,8.8,10.6,88700.0,3.1,3.0,3.8,0,1.0,No,No,5-10 Years,Q4,Good,0
EMP10404,39,Male,Human Resources,HR Manager,PhD,Married,1,1.4,5.4,45400.0,3.8,3.6,2.5,1,2.1,No,No,1-3 Years,Q1,Average,0
EMP10405,28,Male,IT,Systems Analyst,Master's,Married,2,3.0,4.4,64800.0,3.9,2.8,3.3,2,1.2,No,No,1-3 Years,Q2,Good,0
EMP10406,36,Male,Sales,Sales Representative,Bachelor's,Single,2,4.0,5.7,61900.0,3.3,2.7,2.6,3,9.8,No,No,3-5 Years,Q2,Average,0
EMP10407,29,Male,Research & Development,Laboratory Technician,Master's,Single,2,3.2,3.9,69000.0,2.8,3.6,3.1,4,2.6,Yes,No,3-5 Years,Q2,Good,0
EMP10408,25,Male,Research & Development,Research Scientist,Bachelor's,Married,2,4.2,7.7,70500.0,4.5,3.6,3.1,4,8.1,No,No,3-5 Years,Q3,Good,0
EMP10409,46,Male,Research & Development,R&D Manager,Master's,Single,3,6.2,8.1,79800.0,2.8,3.7,3.0,2,6.3,No,No,5-10 Years,Q3,Average,0
EMP10410,29,Male,Marketing,Marketing Manager,Master's,Married,2,1.6,6.9,64900.0,3.7,3.3,4.2,3,6.4,No,No,1-3 Years,Q2,Excellent,0
EMP10411,44,Female,Marketing,Marketing Specialist,Bachelor's,Single,2,5.8,7.8,75200.0,3.7,3.0,3.9,2,13.2,No,No,5-10 Years,Q3,Good,0
EMP10412,40,Female,IT,IT Support,Master's,Married,4,9.2,10.5,105700.0,3.3,2.7,3.7,2,12.3,Yes,No,5-10 Years,Q4,Good,0
EMP10413,40,Male,Sales,Sales Executive,Master's,Married,2,0.5,4.8,57800.0,2.5,2.8,4.0,6,33.2,No,Yes,<1 Year,Q2,Good,1
EMP10414,40,Female,Marketing,Marketing Analyst,Bachelor's,Divorced,3,4.9,5.4,71600.0,2.8,4.3,2.9,4,6.5,No,No,3-5 Years,Q3,Average,0
EMP10415,26,Female,IT,Software Engineer,Bachelor's,Single,1,3.3,7.2,48300.0,1.8,1.4,3.3,2,4.9,No,No,3-5 Years,Q1,Good,0
EMP10416,51,Female,IT,IT Manager,Bachelor's,Single,5,8.8,11.2,116700.0,3.6,2.3,2.6,2,5.3,No,No,5-10 Years,Q4,Average,0
EMP10417,42,Female,Sales,Sales Representative,Master's,Married,3,2.1,5.2,84000.0,3.5,2.3,3.0,2,7.1,No,No,1-3 Years,Q3,Average,0
EMP10418,40,Female,Human Resources,Recruiter,Bachelor's,Single,3,7.1,9.7,97200.0,2.7,3.0,2.8,2,4.4,No,No,5-10 Years,Q4,Average,0
EMP10419,32,Male,Human Resources,HR Specialist,Bachelor's,Single,2,1.2,3.3,65100.0,3.9,3.8,3.3,1,5.5,No,No,1-3 Years,Q2,Good,0
EMP10420,43,Male,Sales,Sales Executive,PhD,Single,2,3.7,5.2,58600.0,1.0,3.5,3.9,5,4.7,No,Yes,3-5 Years,Q2,Good,1
EMP10421,29,Female,Research & Development,Research Scientist,Bachelor's,Single,1,3.2,4.3,44800.0,3.3,2.9,2.9,5,4.7,No,No,3-5 Years,Q1,Average,0
EMP10422,42,Male,Research & Development,Research Scientist,Master's,Married,2,0.9,3.0,56700.0,3.2,2.7,3.8,6,6.9,Yes,No,<1 Year,Q2,Good,0
EMP10423,37,Male,Marketing,Marketing Analyst,Bachelor's,Married,4,8.5,12.4,110600.0,4.0,3.7,3.2,4,17.8,No,No,5-10 Years,Q4,Good,0
EMP10424,25,Male,Human Resources,HR Manager,Bachelor's,Single,2,1.6,2.7,56100.0,4.4,3.1,2.3,4,13.8,No,No,1-3 Years,Q2,Average,0
EMP10425,44,Female,Sales,Sales Representative,Master's,Married,1,0.7,5.1,36800.0,3.6,2.2,2.7,5,15.5,No,No,<1 Year,Q1,Average,0
EMP10426,31,Female,Research & Development,R&D Manager,PhD,Single,2,1.2,6.2,61800.0,3.7,3.3,2.2,5,20.8,No,No,1-3 Years,Q2,Average,0
EMP10427,34,Female,Sales,Sales Executive,Bachelor's,Married,4,7.9,8.8,103500.0,2.7,2.1,2.7,6,8.7,No,No,5-10 Years,Q4,Average,0
EMP10428,29,Male,Research & Development,R&D Manager,Bachelor's,Married,2,5.4,6.0,55200.0,3.3,3.3,2.5,1,2.5,Yes,No,5-10 Years,Q2,Average,0
EMP10429,21,Female,Research & Development,Research Scientist,Bachelor's,Married,3,3.7,6.6,85200.0,2.4,2.8,2.8,3,17.0,No,No,3-5 Years,Q3,Average,0
EMP10430,31,Male,IT,IT Support,Bachelor's,Married,4,10.1,12.3,96900.0,2.1,3.4,2.7,4,11.8,No,No,10+ Years,Q4,Average,0
EMP10431,28,Female,Finance,Accountant,Bachelor's,Single,3,5.0,4.5,81600.0,2.6,3.2,3.3,3,17.4,No,No,3-5 Years,Q3,Good,0
EMP10432,28,Male,IT,Software Engineer,High School,Married,5,11.0,11.0,125500.0,3.2,1.7,5.0,6,5.7,No,No,10+ Years,Q4,Excellent,0
EMP10433,20,Female,Sales,Sales Representative,Bachelor's,Married,2,3.8,8.4,69100.0,3.6,2.5,3.7,5,3.8,No,No,3-5 Years,Q2,Good,0
EMP10434,39,Female,Sales,Sales Representative,Master's,Single,2,1.5,2.9,66300.0,2.1,4.3,2.7,3,4.9,No,No,1-3 Years,Q2,Average,0
EMP10435,37,Male,IT,Software Engineer,Bachelor's,Single,3,3.9,6.5,78600.0,2.2,3.4,4.1,5,32.9,Yes,No,3-5 Years,Q3,Excellent,0
EMP10436,32,Male,Finance,Finance Manager,PhD,Married,3,4.6,6.0,84100.0,3.4,3.5,2.8,1,12.4,No,No,3-5 Years,Q3,Average,0
EMP10437,28,Female,Research & Development,Research Scientist,Bachelor's,Married,5,10.8,11.2,124000.0,2.9,3.1,2.2,7,2.7,No,No,10+ Years,Q4,Average,0
EMP10438,41,Male,Finance,Financial Analyst,Bachelor's,Single,5,8.1,9.8,115900.0,2.7,3.2,3.3,3,10.8,No,No,5-10 Years,Q4,Good,0
EMP10439,28,Female,IT,Systems Analyst,High School,Married,4,8.4,10.7,99900.0,3.6,4.2,3.4,3,15.9,No,No,5-10 Years,Q4,Good,0
EMP10440,27,Male,IT,Systems Analyst,PhD,Single,2,2.9,6.8,62700.0,3.5,4.2,2.8,1,5.3,No,No,1-3 Years,Q2,Average,0
EMP10441,21,Male,Marketing,Marketing Manager,Master's,Married,2,4.0,8.2,47800.0,2.5,2.9,2.6,4,4.5,No,Yes,3-5 Years,Q1,Average,1
EMP10442,46,Male,IT,Software Engineer,PhD,Single,5,10.2,14.7,128900.0,2.7,5.0,3.4,3,7.9,Yes,No,10+ Years,Q4,Good,0
EMP10443,31,Female,Human Resources,HR Specialist,Bachelor's,Divorced,4,6.0,10.6,97000.0,2.4,3.4,1.2,3,6.9,No,No,5-10 Years,Q4,Low,0
EMP10444,42,Male,IT,IT Manager,Master's,Single,2,1.2,2.4,64700.0,4.4,3.5,3.5,3,11.0,No,No,1-3 Years,Q2,Good,0
EMP10445,38,Male,Research & Development,R&D Manager,Bachelor's,Married,2,3.4,3.6,70900.0,3.2,2.8,4.0,1,4.5,Yes,No,3-5 Years,Q3,Good,0
EMP10446,24,Male,Sales,Sales Manager,Bachelor's,Single,2,5.1,7.6,75200.0,2.9,2.5,3.6,2,1.6,No,No,5-10 Years,Q3,Good,0
EMP10447,36,Female,Sales,Sales Executive,Bachelor's,Single,3,3.9,5.6,77100.0,2.7,3.7,3.2,2,2.1,Yes,No,3-5 Years,Q3,Good,0
EMP10448,36,Male,Human Resources,Recruiter,PhD,Single,5,9.6,12.0,103300.0,3.4,3.2,3.7,10,21.5,Yes,No,5-10 Years,Q4,Good,0
EMP10449,43,Male,Marketing,Marketing Specialist,Bachelor's,Married,3,3.5,11.3,82200.0,3.9,1.6,3.3,2,1.7,No,No,3-5 Years,Q3,Good,0
EMP10450,34,Male,Human Resources,HR Manager,High School,Single,1,6.6,12.5,51600.0,1.0,3.2,2.9,2,1.8,No,No,5-10 Years,Q1,Average,0
EMP10451,36,Male,Sales,Sales Manager,Bachelor's,Divorced,3,4.5,4.4,85500.0,4.0,4.0,3.0,3,6.3,Yes,Yes,3-5 Years,Q3,Average,1
EMP10452,31,Male,Finance,Finance Manager,Bachelor's,Single,2,3.8,6.4,68400.0,2.2,4.3,4.4,2,5.1,No,No,3-5 Years,Q2,Excellent,0
EMP10453,36,Female,Finance,Financial Analyst,Bachelor's,Married,2,1.6,5.7,52300.0,4.3,3.9,3.4,1,6.4,Yes,Yes,1-3 Years,Q1,Good,1
EMP10454,36,Female,Marketing,Marketing Manager,Master's,Single,1,1.6,0.4,37100.0,3.8,2.6,4.1,1,1.0,Yes,No,1-3 Years,Q1,Excellent,0
EMP10455,32,Female,Research & Development,Research Scientist,Master's,Single,3,6.3,8.3,78400.0,4.8,2.6,4.1,1,9.7,No,No,5-10 Years,Q3,Excellent,0
EMP10456,44,Male,Sales,Sales Manager,Master's,Single,2,3.8,9.7,64600.0,5.0,2.0,2.9,4,26.2,Yes,No,3-5 Years,Q2,Average,0
EMP10457,30,Male,IT,Software Engineer,High School,Married,1,1.4,3.4,34300.0,2.6,3.9,3.8,4,5.3,No,No,1-3 Years,Q1,Good,0
EMP10458,56,Male,IT,Software Engineer,Bachelor's,Single,5,9.9,14.0,125300.0,3.1,2.6,4.2,4,8.4,No,Yes,5-10 Years,Q4,Excellent,1
EMP10459,36,Male,Human Resources,HR Specialist,Master's,Married,1,2.4,7.3,44000.0,1.8,3.3,3.6,5,16.1,No,No,1-3 Years,Q1,Good,0
EMP10460,23,Male,Finance,Accountant,High School,Single,2,1.5,6.2,61900.0,2.6,1.8,3.4,2,1.5,No,No,1-3 Years,Q2,Good,0
EMP10461,28,Female,IT,Software Engineer,Master's,Single,2,4.2,8.2,69100.0,3.0,3.2,4.5,3,12.4,No,No,3-5 Years,Q2,Excellent,0
EMP10462,39,Female,Marketing,Marketing Specialist,Master's,Married,5,10.9,15.0,120100.0,3.2,4.5,3.9,0,5.3,No,No,10+ Years,Q4,Good,0
EMP10463,36,Female,IT,IT Support,Bachelor's,Divorced,2,3.6,5.9,61800.0,2.5,2.5,2.4,5,3.2,No,No,3-5 Years,Q2,Average,0
EMP10464,34,Male,Sales,Sales Representative,Bachelor's,Single,1,0.7,4.5,38600.0,2.2,2.9,3.6,3,19.4,No,No,<1 Year,Q1,Good,0
EMP10465,32,Female,Research & Development,Research Scientist,Bachelor's,Single,3,7.4,9.8,80700.0,4.6,1.8,3.6,3,7.2,Yes,No,5-10 Years,Q3,Good,0
EMP10466,43,Female,Research & Development,R&D Manager,Master's,Married,1,2.7,2.0,37400.0,2.8,2.6,3.5,3,3.7,No,No,1-3 Years,Q1,Good,0
EMP10467,33,Female,Research & Development,R&D Manager,Bachelor's,Single,1,2.1,5.1,42600.0,2.7,3.6,4.0,4,9.5,Yes,No,1-3 Years,Q1,Good,0
EMP10468,30,Male,Research & Development,R&D Manager,PhD,Married,5,11.1,15.0,131400.0,3.1,2.0,4.3,4,11.6,Yes,No,10+ Years,Q4,Excellent,0
EMP10469,40,Female,Sales,Sales Representative,Master's,Divorced,1,2.4,4.4,53300.0,3.2,3.0,2.9,5,8.1,No,No,1-3 Years,Q1,Average,0
EMP10470,23,Female,Research & Development,Laboratory Technician,High School,Single,2,1.5,0.0,57000.0,2.7,2.0,4.2,6,6.6,No,No,1-3 Years,Q2,Excellent,0
EMP10471,31,Female,Research & Development,Laboratory Technician,Bachelor's,Single,2,4.1,6.5,60700.0,3.4,2.2,3.1,5,4.0,No,No,3-5 Years,Q2,Good,0
EMP10472,35,Female,Research & Development,R&D Manager,Bachelor's,Married,2,4.4,10.4,55500.0,3.0,2.6,2.0,3,8.0,No,No,3-5 Years,Q2,Low,0
EMP10473,28,Female,Marketing,Marketing Manager,Bachelor's,Single,2,3.1,6.3,44700.0,4.3,3.8,3.5,2,4.5,No,No,3-5 Years,Q1,Good,0
EMP10474,52,Male,Sales,Sales Representative,Bachelor's,Single,1,1.5,4.4,41200.0,3.6,4.3,3.0,5,11.0,Yes,No,1-3 Years,Q1,Average,0
EMP10475,35,Male,IT,Software Engineer,PhD,Married,4,3.2,4.0,85000.0,2.1,2.7,3.3,5,1.2,No,No,3-5 Years,Q3,Good,0
EMP10476,25,Female,Human Resources,Recruiter,Bachelor's,Married,4,4.9,4.7,98000.0,4.5,3.8,3.1,0,1.0,No,No,3-5 Years,Q4,Good,0
EMP10477,33,Male,IT,IT Support,Bachelor's,Married,4,11.6,14.5,113900.0,1.9,3.1,4.5,3,5.1,No,No,10+ Years,Q4,Excellent,0
EMP10478,33,Male,Marketing,Marketing Analyst,Bachelor's,Single,1,2.3,7.9,31000.0,2.9,3.1,2.6,7,3.1,No,No,1-3 Years,Q1,Average,0
EMP10479,29,Male,Human Resources,Recruiter,Master's,Single,3,6.3,10.2,83800.0,4.4,3.6,4.0,1,15.2,No,No,5-10 Years,Q3,Good,0
EMP10480,40,Male,Sales,Sales Executive,Master's,Married,1,1.3,0.6,30900.0,2.8,1.7,3.4,5,9.9,Yes,No,1-3 Years,Q1,Good,0
EMP10481,40,Male,Sales,Sales Executive,Bachelor's,Single,1,4.9,6.0,52500.0,3.7,4.4,3.8,2,25.4,Yes,No,3-5 Years,Q1,Good,0
EMP10482,35,Male,IT,Software Engineer,Master's,Married,3,3.6,8.1,72200.0,4.0,2.1,4.2,2,7.5,Yes,No,3-5 Years,Q3,Excellent,0
EMP10483,39,Female,Research & Development,R&D Manager,Master's,Married,2,2.3,5.3,56900.0,3.3,2.5,1.9,2,18.1,No,No,1-3 Years,Q2,Low,0
EMP10484,53,Female,Sales,Sales Executive,Bachelor's,Married,2,3.3,5.8,63100.0,2.3,2.1,3.4,3,15.7,Yes,No,3-5 Years,Q2,Good,0
EMP10485,37,Female,Sales,Sales Executive,Bachelor's,Single,2,3.8,5.2,60600.0,4.1,2.5,3.4,3,7.3,No,No,3-5 Years,Q2,Good,0
EMP10486,33,Male,Sales,Sales Representative,Bachelor's,Single,1,2.2,1.8,53700.0,3.6,4.3,2.7,2,9.5,No,No,1-3 Years,Q1,Average,0
EMP10487,36,Male,Finance,Financial Analyst,Master's,Married,2,2.0,3.1,58100.0,4.6,3.9,3.8,1,16.8,No,No,1-3 Years,Q2,Good,0
EMP10488,39,Male,Research & Development,Laboratory Technician,Bachelor's,Married,2,0.4,4.5,68800.0,2.7,2.6,3.3,2,6.6,No,No,<1 Year,Q2,Good,0
EMP10489,41,Female,Marketing,Marketing Manager,Bachelor's,Divorced,2,5.0,8.2,60300.0,4.9,3.7,4.4,5,9.2,Yes,No,3-5 Years,Q2,Excellent,0
EMP10490,44,Male,Finance,Finance Manager,Master's,Married,1,1.7,2.5,42700.0,2.5,2.9,3.2,2,5.3,Yes,Yes,1-3 Years,Q1,Good,1
EMP10491,39,Male,Human Resources,HR Specialist,PhD,Married,2,5.4,7.5,69000.0,3.2,2.6,3.2,3,16.1,No,No,5-10 Years,Q2,Good,0
EMP10492,46,Male,Research & Development,Research Scientist,PhD,Divorced,1,2.1,4.1,44000.0,3.9,2.3,3.9,1,15.4,Yes,No,1-3 Years,Q1,Good,0
EMP10493,42,Male,Research & Development,R&D Manager,PhD,Married,1,2.6,5.7,50000.0,5.0,2.9,1.8,3,2.2,No,Yes,1-3 Years,Q1,Low,1
EMP10494,48,Female,Finance,Accountant,High School,Married,1,0.7,4.3,43500.0,5.0,1.7,4.5,4,9.1,No,No,<1 Year,Q1,Excellent,0
EMP10495,20,Female,Research & Development,Research Scientist,High School,Single,4,10.0,12.5,112700.0,4.2,2.0,3.7,2,7.6,No,No,5-10 Years,Q4,Good,0
EMP10496,31,Male,IT,Systems Analyst,Bachelor's,Married,3,9.8,12.1,91700.0,2.8,3.9,3.2,2,7.6,Yes,No,5-10 Years,Q4,Good,0
EMP10497,36,Male,Human Resources,HR Manager,Bachelor's,Single,1,3.0,1.7,39500.0,3.4,2.8,4.2,1,16.4,No,No,1-3 Years,Q1,Excellent,0
EMP10498,28,Female,Sales,Sales Executive,Bachelor's,Married,2,1.4,5.0,66400.0,2.0,4.0,3.8,9,14.8,Yes,Yes,1-3 Years,Q2,Good,1
EMP10499,34,Male,Research & Development,R&D Manager,Master's,Married,1,1.7,3.0,46900.0,2.2,3.0,2.4,3,22.7,No,No,1-3 Years,Q1,Average,0
EMP10500,34,Female,Human Resources,HR Manager,Bachelor's,Single,4,8.7,13.2,101600.0,3.4,2.7,4.2,4,21.8,No,No,5-10 Years,Q4,Excellent,0
EMP10501,49,Male,Marketing,Marketing Analyst,Bachelor's,Single,1,1.0,2.9,32700.0,3.3,4.8,3.6,5,11.5,No,No,<1 Year,Q1,Good,0
EMP10502,28,Male,Finance,Accountant,High School,Single,3,4.5,5.2,89900.0,3.3,2.0,3.5,2,4.7,No,No,3-5 Years,Q4,Good,0
EMP10503,31,Male,Finance,Accountant,Bachelor's,Single,3,5.1,8.7,78800.0,3.5,1.3,4.2,2,29.0,No,No,5-10 Years,Q3,Excellent,0
EMP10504,37,Male,Finance,Accountant,Bachelor's,Married,2,5.5,9.5,60100.0,3.8,3.0,3.5,5,2.6,No,No,5-10 Years,Q2,Good,0
EMP10505,26,Male,Human Resources,HR Specialist,High School,Married,3,5.2,11.9,74100.0,3.3,3.6,2.9,0,16.0,No,No,5-10 Years,Q3,Average,0
EMP10506,42,Female,Sales,Sales Executive,PhD,Married,3,9.2,12.7,95200.0,3.7,2.6,4.3,3,5.5,No,No,5-10 Years,Q4,Excellent,0
EMP10507,32,Male,Research & Development,Research Scientist,Master's,Single,2,0.8,6.3,54300.0,3.2,3.6,3.2,3,3.8,No,No,<1 Year,Q1,Good,0
EMP10508,37,Male,Sales,Sales Representative,High School,Married,2,6.4,9.7,70600.0,2.1,3.3,4.5,2,17.9,No,No,5-10 Years,Q3,Excellent,0
EMP10509,20,Female,IT,Software Engineer,High School,Divorced,2,2.9,2.6,66100.0,2.8,3.4,3.7,3,19.5,No,No,1-3 Years,Q2,Good,0
EMP10510,34,Male,Finance,Financial Analyst,Master's,Divorced,3,3.2,4.1,76000.0,3.3,3.2,3.2,5,6.3,No,No,3-5 Years,Q3,Good,0
EMP10511,30,Male,Marketing,Marketing Manager,Bachelor's,Single,5,11.3,15.7,124100.0,1.8,2.2,2.5,4,2.3,Yes,No,10+ Years,Q4,Average,0
EMP10512,43,Female,Marketing,Marketing Specialist,Master's,Married,3,3.2,4.0,77700.0,3.7,3.2,4.1,6,11.1,No,No,3-5 Years,Q3,Excellent,0
EMP10513,25,Male,Sales,Sales Executive,Bachelor's,Single,1,2.3,3.4,49800.0,2.4,3.5,3.8,3,4.6,Yes,Yes,1-3 Years,Q1,Good,1
EMP10514,37,Male,Research & Development,Research Scientist,Master's,Divorced,1,4.2,6.6,43800.0,3.6,1.9,3.1,2,3.0,No,No,3-5 Years,Q1,Good,0
EMP10515,40,Female,Research & Development,Research Scientist,Bachelor's,Single,1,3.2,4.9,45000.0,3.3,4.1,4.4,7,6.7,No,No,3-5 Years,Q1,Excellent,0
EMP10516,37,Female,Human Resources,HR Manager,Bachelor's,Married,3,4.4,6.9,85600.0,1.7,2.0,4.6,2,2.4,No,No,3-5 Years,Q3,Excellent,0
EMP10517,36,Male,Sales,Sales Executive,High School,Married,1,1.8,2.9,52000.0,3.7,1.5,3.3,3,23.1,No,No,1-3 Years,Q1,Good,0
EMP10518,39,Male,Research & Development,Research Scientist,Bachelor's,Married,3,7.2,7.2,85700.0,3.3,3.9,3.3,1,1.5,No,No,5-10 Years,Q3,Good,0
EMP10519,36,Male,Marketing,Marketing Manager,Bachelor's,Divorced,1,1.6,5.5,45500.0,2.9,3.3,2.1,1,20.1,No,No,1-3 Years,Q1,Average,0
EMP10520,33,Female,IT,Software Engineer,Bachelor's,Married,1,0.9,4.4,50700.0,1.9,1.5,3.0,4,4.1,No,No,<1 Year,Q1,Average,0
EMP10521,30,Male,Human Resources,HR Specialist,Master's,Married,1,1.8,2.7,39200.0,2.3,3.0,2.3,3,19.5,No,No,1-3 Years,Q1,Average,0
EMP10522,28,Female,IT,Systems Analyst,Master's,Single,3,2.4,5.8,76400.0,2.2,1.1,1.9,2,13.7,No,Yes,1-3 Years,Q3,Low,1
EMP10523,47,Male,Human Resources,Recruiter,Master's,Single,2,2.7,0.5,55300.0,3.0,2.2,2.6,2,16.6,Yes,Yes,1-3 Years,Q2,Average,1
EMP10524,28,Male,Sales,Sales Executive,Bachelor's,Married,3,3.2,7.5,68400.0,2.0,2.7,3.0,4,3.7,No,No,3-5 Years,Q2,Average,0
EMP10525,50,Male,Sales,Sales Executive,Bachelor's,Single,4,6.8,7.8,94400.0,3.3,4.0,3.2,2,15.2,Yes,No,5-10 Years,Q4,Good,0
EMP10526,36,Male,Finance,Accountant,Bachelor's,Single,2,1.1,0.5,45600.0,1.8,2.1,3.4,2,20.3,No,No,1-3 Years,Q1,Good,0
EMP10527,51,Male,IT,Systems Analyst,PhD,Married,2,6.6,10.1,72400.0,3.3,2.9,3.1,3,21.0,No,Yes,5-10 Years,Q3,Good,1
EMP10528,39,Female,IT,IT Manager,Bachelor's,Married,4,7.4,8.2,79900.0,3.6,2.1,3.0,1,3.1,No,No,5-10 Years,Q3,Average,0
